2016-02-20 13:14:50 [27310] [INFO] Starting gunicorn 17.5
2016-02-20 13:14:50 [27310] [INFO] Listening at: http://127.0.0.1:8000 (27310)
2016-02-20 13:14:50 [27310] [INFO] Using worker: sync
2016-02-20 13:14:50 [27315] [INFO] Booting worker with pid: 27315
2016-02-20 13:17:50 [27315] [INFO] Worker exiting (pid: 27315)
2016-02-20 13:17:50 [27310] [INFO] Handling signal: term
2016-02-20 13:17:50 [27310] [INFO] Shutting down: Master
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 19:57:26] "GET /js/Job1Job1Job1Job1Job1Job1Job1Job1 HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:01:07] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:01:07] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:04:35] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:04:35] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:04:44] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:04:44] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:04:44] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:04:45] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:15] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:15] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:30] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:30] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:40] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:40] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:45] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:45] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:56] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:56] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:10:56] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:12:26] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:12:26] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:13:15] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:14:15] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:14:17] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 20:14:17] "GET /config/work_unit_manager HTTP/1.1" 200 -
